Date,Store,SKU,InventoryLevel,DemandForecast,DaysToStockout,StockoutUrgency
2023-03-28,Store002,SKU002,47,12.142857142857142,3.8705882352941177,Urgent
2023-03-28,Store002,SKU003,13,9.571428571428571,1.3582089552238807,Critical
2023-03-28,Store003,SKU001,64,11.428571428571429,5.6,Urgent
2023-03-28,Store003,SKU002,25,8.285714285714286,3.0172413793103448,Urgent
2023-03-28,Store003,SKU003,43,8.428571428571429,5.101694915254237,Urgent
2023-03-29,Store001,SKU001,19,11.285714285714286,1.6835443037974682,Critical
2023-03-29,Store001,SKU002,43,7.857142857142857,5.472727272727273,Urgent
2023-03-29,Store001,SKU003,29,5.714285714285714,5.075,Urgent
2023-03-29,Store002,SKU001,56,12.285714285714286,4.558139534883721,Urgent
2023-03-29,Store002,SKU002,74,13.285714285714286,5.569892473118279,Urgent
2023-03-29,Store002,SKU003,79,8.857142857142858,8.919354838709676,Normal
2023-03-29,Store003,SKU001,80,11.0,7.2727272727272725,Normal
2023-03-29,Store003,SKU002,11,9.142857142857142,1.203125,Critical
2023-03-29,Store003,SKU003,75,8.142857142857142,9.210526315789474,Normal
2023-03-30,Store001,SKU001,96,12.142857142857142,7.905882352941177,Normal
2023-03-30,Store001,SKU002,90,8.142857142857142,11.05263157894737,Normal
2023-03-30,Store001,SKU003,19,7.0,2.7142857142857144,Critical
2023-03-30,Store002,SKU001,18,12.571428571428571,1.4318181818181819,Critical
2023-03-30,Store002,SKU002,40,12.857142857142858,3.111111111111111,Urgent
2023-03-30,Store002,SKU003,33,9.142857142857142,3.609375,Urgent
2023-03-30,Store003,SKU001,63,11.714285714285714,5.378048780487806,Urgent
2023-03-30,Store003,SKU002,94,9.285714285714286,10.123076923076923,Normal
2023-03-30,Store003,SKU003,98,7.857142857142857,12.472727272727273,Normal
2023-03-31,Store001,SKU001,37,12.571428571428571,2.9431818181818183,Critical
2023-03-31,Store001,SKU002,45,9.142857142857142,4.921875,Urgent
2023-03-31,Store001,SKU003,18,7.142857142857143,2.52,Critical
2023-03-31,Store002,SKU001,89,12.142857142857142,7.329411764705883,Normal
2023-03-31,Store002,SKU002,80,12.142857142857142,6.588235294117648,Urgent
2023-03-31,Store002,SKU003,38,9.285714285714286,4.092307692307692,Urgent
2023-03-31,Store003,SKU001,41,10.285714285714286,3.9861111111111107,Urgent
2023-03-31,Store003,SKU002,33,9.142857142857142,3.609375,Urgent
2023-03-31,Store003,SKU003,23,7.857142857142857,2.9272727272727272,Critical
2023-04-01,Store001,SKU001,16,14.285714285714286,1.1199999999999999,Critical
2023-04-01,Store001,SKU002,32,8.857142857142858,3.6129032258064515,Urgent
2023-04-01,Store001,SKU003,53,9.142857142857142,5.796875,Urgent
2023-04-01,Store002,SKU001,56,11.428571428571429,4.8999999999999995,Urgent
2023-04-01,Store002,SKU002,60,11.571428571428571,5.185185185185185,Urgent
2023-04-01,Store002,SKU003,29,8.285714285714286,3.4999999999999996,Urgent
2023-04-01,Store003,SKU001,30,10.857142857142858,2.763157894736842,Critical
2023-04-01,Store003,SKU002,60,9.428571428571429,6.363636363636363,Urgent
2023-04-01,Store003,SKU003,81,7.857142857142857,10.30909090909091,Normal
2023-04-02,Store001,SKU001,91,13.0,7.0,Urgent
2023-04-02,Store001,SKU002,34,9.428571428571429,3.606060606060606,Urgent
2023-04-02,Store001,SKU003,96,9.857142857142858,9.739130434782608,Normal
2023-04-02,Store002,SKU001,10,11.714285714285714,0.853658536585366,Critical
2023-04-02,Store002,SKU002,21,11.857142857142858,1.7710843373493974,Critical
2023-04-02,Store002,SKU003,45,7.857142857142857,5.7272727272727275,Urgent
2023-04-02,Store003,SKU001,56,11.285714285714286,4.962025316455696,Urgent
2023-04-02,Store003,SKU002,49,8.428571428571429,5.813559322033898,Urgent
2023-04-02,Store003,SKU003,88,8.571428571428571,10.266666666666667,Normal
2023-04-03,Store001,SKU001,56,11.0,5.090909090909091,Urgent
2023-04-03,Store001,SKU002,16,9.285714285714286,1.723076923076923,Critical
2023-04-03,Store001,SKU003,19,10.285714285714286,1.847222222222222,Critical
2023-04-03,Store002,SKU001,19,10.428571428571429,1.821917808219178,Critical
2023-04-03,Store002,SKU002,93,11.285714285714286,8.240506329113924,Normal
2023-04-03,Store002,SKU003,71,6.428571428571429,11.044444444444444,Normal
2023-04-03,Store003,SKU001,88,13.0,6.769230769230769,Urgent
2023-04-03,Store003,SKU002,40,8.714285714285714,4.59016393442623,Urgent
2023-04-03,Store003,SKU003,48,9.0,5.333333333333333,Urgent
2023-04-04,Store001,SKU001,45,12.142857142857142,3.7058823529411766,Urgent
2023-04-04,Store001,SKU002,23,8.857142857142858,2.596774193548387,Critical
2023-04-04,Store001,SKU003,89,10.714285714285714,8.306666666666667,Normal
2023-04-04,Store002,SKU001,81,9.857142857142858,8.217391304347826,Normal
2023-04-04,Store002,SKU002,87,11.428571428571429,7.6125,Normal
2023-04-04,Store002,SKU003,44,6.714285714285714,6.553191489361702,Urgent
2023-04-04,Store003,SKU001,59,14.142857142857142,4.171717171717172,Urgent
2023-04-04,Store003,SKU002,81,9.571428571428571,8.462686567164178,Normal
2023-04-04,Store003,SKU003,65,8.285714285714286,7.844827586206896,Normal
2023-04-05,Store001,SKU001,38,12.428571428571429,3.057471264367816,Urgent
2023-04-05,Store001,SKU002,28,8.571428571428571,3.2666666666666666,Urgent
2023-04-05,Store001,SKU003,52,9.714285714285714,5.352941176470589,Urgent
2023-04-05,Store002,SKU001,16,9.857142857142858,1.6231884057971013,Critical
2023-04-05,Store002,SKU002,59,11.714285714285714,5.036585365853659,Urgent
2023-04-05,Store002,SKU003,84,6.857142857142857,12.25,Normal
2023-04-05,Store003,SKU001,98,14.0,7.0,Urgent
2023-04-05,Store003,SKU002,57,8.428571428571429,6.762711864406779,Urgent
2023-04-05,Store003,SKU003,46,8.571428571428571,5.366666666666667,Urgent
2023-04-06,Store001,SKU001,20,11.0,1.8181818181818181,Critical
2023-04-06,Store001,SKU002,89,9.0,9.88888888888889,Normal
2023-04-06,Store001,SKU003,27,9.428571428571429,2.8636363636363638,Critical
2023-04-06,Store002,SKU001,86,10.142857142857142,8.47887323943662,Normal
2023-04-06,Store002,SKU002,68,12.285714285714286,5.534883720930233,Urgent
2023-04-06,Store002,SKU003,43,6.857142857142857,6.270833333333334,Urgent
2023-04-06,Store003,SKU001,71,12.428571428571429,5.712643678160919,Urgent
2023-04-06,Store003,SKU002,77,9.285714285714286,8.292307692307691,Normal
2023-04-06,Store003,SKU003,98,8.714285714285714,11.245901639344263,Normal
2023-04-07,Store001,SKU001,11,12.142857142857142,0.9058823529411765,Critical
2023-04-07,Store001,SKU002,48,8.857142857142858,5.419354838709677,Urgent
2023-04-07,Store001,SKU003,90,9.714285714285714,9.264705882352942,Normal
2023-04-07,Store002,SKU001,86,10.0,8.6,Normal
2023-04-07,Store002,SKU002,28,13.285714285714286,2.10752688172043,Critical
2023-04-07,Store002,SKU003,95,7.0,13.571428571428571,Normal
2023-04-07,Store003,SKU001,36,13.714285714285714,2.625,Critical
2023-04-07,Store003,SKU002,28,10.571428571428571,2.6486486486486487,Critical
2023-04-07,Store003,SKU003,84,8.428571428571429,9.966101694915254,Normal
2023-04-08,Store001,SKU001,46,12.428571428571429,3.7011494252873565,Urgent
2023-04-08,Store001,SKU002,46,9.428571428571429,4.878787878787879,Urgent
2023-04-08,Store001,SKU003,71,9.285714285714286,7.646153846153846,Normal
2023-04-08,Store002,SKU001,69,11.714285714285714,5.890243902439025,Urgent
2023-04-08,Store002,SKU002,77,15.0,5.133333333333334,Urgent
2023-04-08,Store002,SKU003,31,7.428571428571429,4.173076923076923,Urgent
2023-04-08,Store003,SKU001,71,12.571428571428571,5.6477272727272725,Urgent
2023-04-08,Store003,SKU002,60,10.0,6.0,Urgent
2023-04-08,Store003,SKU003,48,7.714285714285714,6.222222222222222,Urgent
2023-04-09,Store001,SKU001,64,13.285714285714286,4.817204301075269,Urgent
2023-04-09,Store001,SKU002,16,8.714285714285714,1.836065573770492,Critical
2023-04-09,Store001,SKU003,56,8.0,7.0,Urgent
2023-04-09,Store002,SKU001,17,11.428571428571429,1.4875,Critical
2023-04-09,Store002,SKU002,94,13.0,7.230769230769231,Normal
2023-04-09,Store002,SKU003,89,8.428571428571429,10.559322033898304,Normal
2023-04-09,Store003,SKU001,23,12.428571428571429,1.8505747126436782,Critical
2023-04-09,Store003,SKU002,98,10.0,9.8,Normal
2023-04-09,Store003,SKU003,85,8.714285714285714,9.754098360655739,Normal
2023-04-10,Store001,SKU001,63,14.142857142857142,4.454545454545455,Urgent
2023-04-10,Store001,SKU002,21,8.857142857142858,2.3709677419354835,Critical
2023-04-10,Store001,SKU003,22,8.285714285714286,2.655172413793103,Critical
2023-04-10,Store002,SKU001,14,12.142857142857142,1.1529411764705884,Critical
2023-04-10,Store002,SKU002,15,11.428571428571429,1.3125,Critical
2023-04-10,Store002,SKU003,50,8.857142857142858,5.64516129032258,Urgent
2023-04-10,Store003,SKU001,43,13.0,3.3076923076923075,Urgent
2023-04-10,Store003,SKU002,26,10.571428571428571,2.4594594594594597,Critical
2023-04-10,Store003,SKU003,41,9.285714285714286,4.415384615384615,Urgent
2023-04-11,Store001,SKU001,50,13.0,3.8461538461538463,Urgent
2023-04-11,Store001,SKU002,31,9.285714285714286,3.338461538461538,Urgent
2023-04-11,Store001,SKU003,88,8.0,11.0,Normal
2023-04-11,Store002,SKU001,51,12.857142857142858,3.9666666666666663,Urgent
2023-04-11,Store002,SKU002,13,11.714285714285714,1.1097560975609757,Critical
2023-04-11,Store002,SKU003,38,9.714285714285714,3.9117647058823533,Urgent
2023-04-11,Store003,SKU001,79,12.428571428571429,6.35632183908046,Urgent
2023-04-11,Store003,SKU002,14,9.285714285714286,1.5076923076923077,Critical
2023-04-11,Store003,SKU003,52,9.714285714285714,5.352941176470589,Urgent
2023-04-12,Store001,SKU001,12,12.285714285714286,0.9767441860465116,Critical
2023-04-12,Store001,SKU002,66,10.571428571428571,6.243243243243243,Urgent
2023-04-12,Store001,SKU003,70,9.142857142857142,7.65625,Normal
2023-04-12,Store002,SKU001,49,11.857142857142858,4.132530120481928,Urgent
2023-04-12,Store002,SKU002,95,11.428571428571429,8.3125,Normal
2023-04-12,Store002,SKU003,20,9.714285714285714,2.058823529411765,Critical
2023-04-12,Store003,SKU001,56,14.285714285714286,3.92,Urgent
2023-04-12,Store003,SKU002,88,10.285714285714286,8.555555555555555,Normal
2023-04-12,Store003,SKU003,12,10.714285714285714,1.12,Critical
2023-04-13,Store001,SKU001,78,13.571428571428571,5.747368421052632,Urgent
2023-04-13,Store001,SKU002,61,9.714285714285714,6.279411764705883,Urgent
2023-04-13,Store001,SKU003,95,9.285714285714286,10.23076923076923,Normal
2023-04-13,Store002,SKU001,36,12.142857142857142,2.9647058823529413,Critical
2023-04-13,Store002,SKU002,31,12.142857142857142,2.5529411764705885,Critical
2023-04-13,Store002,SKU003,85,11.142857142857142,7.628205128205129,Normal
2023-04-13,Store003,SKU001,35,14.428571428571429,2.4257425742574257,Critical
2023-04-13,Store003,SKU002,45,9.571428571428571,4.701492537313433,Urgent
2023-04-13,Store003,SKU003,16,9.857142857142858,1.6231884057971013,Critical
2023-04-14,Store001,SKU001,20,12.857142857142858,1.5555555555555556,Critical
2023-04-14,Store001,SKU002,99,8.714285714285714,11.360655737704919,Normal
2023-04-14,Store001,SKU003,14,9.142857142857142,1.53125,Critical
2023-04-14,Store002,SKU001,62,12.714285714285714,4.876404494382022,Urgent
2023-04-14,Store002,SKU002,72,11.571428571428571,6.222222222222222,Urgent
2023-04-14,Store002,SKU003,86,10.857142857142858,7.921052631578947,Normal
2023-04-14,Store003,SKU001,54,15.0,3.6,Urgent
2023-04-14,Store003,SKU002,92,10.285714285714286,8.944444444444445,Normal
2023-04-14,Store003,SKU003,63,9.428571428571429,6.681818181818182,Urgent
2023-04-15,Store001,SKU001,23,12.0,1.9166666666666667,Critical
2023-04-15,Store001,SKU002,31,8.142857142857142,3.8070175438596494,Urgent
2023-04-15,Store001,SKU003,14,9.571428571428571,1.462686567164179,Critical
2023-04-15,Store002,SKU001,11,11.0,1.0,Critical
2023-04-15,Store002,SKU002,37,10.285714285714286,3.597222222222222,Urgent
2023-04-15,Store002,SKU003,12,10.571428571428571,1.135135135135135,Critical
2023-04-15,Store003,SKU001,50,15.428571428571429,3.2407407407407405,Urgent
2023-04-15,Store003,SKU002,49,9.714285714285714,5.044117647058824,Urgent
2023-04-15,Store003,SKU003,91,8.571428571428571,10.616666666666667,Normal
2023-04-16,Store001,SKU001,91,10.285714285714286,8.847222222222221,Normal
2023-04-16,Store001,SKU002,62,7.428571428571429,8.346153846153847,Normal
2023-04-16,Store001,SKU003,45,10.428571428571429,4.315068493150685,Urgent
2023-04-16,Store002,SKU001,84,11.142857142857142,7.538461538461539,Normal
2023-04-16,Store002,SKU002,86,11.0,7.818181818181818,Normal
2023-04-16,Store002,SKU003,10,9.857142857142858,1.0144927536231882,Critical
2023-04-16,Store003,SKU001,17,17.0,1.0,Critical
2023-04-16,Store003,SKU002,55,12.142857142857142,4.529411764705882,Urgent
2023-04-16,Store003,SKU003,10,7.857142857142857,1.2727272727272727,Critical
2023-04-17,Store001,SKU001,94,11.0,8.545454545454545,Normal
2023-04-17,Store001,SKU002,61,7.571428571428571,8.056603773584905,Normal
2023-04-17,Store001,SKU003,65,9.714285714285714,6.6911764705882355,Urgent
2023-04-17,Store002,SKU001,57,11.714285714285714,4.865853658536586,Urgent
2023-04-17,Store002,SKU002,24,11.285714285714286,2.1265822784810124,Critical
2023-04-17,Store002,SKU003,24,10.0,2.4,Critical
2023-04-17,Store003,SKU001,42,15.714285714285714,2.672727272727273,Critical
2023-04-17,Store003,SKU002,69,11.857142857142858,5.8192771084337345,Urgent
2023-04-17,Store003,SKU003,11,6.571428571428571,1.673913043478261,Critical
2023-04-18,Store001,SKU001,46,12.714285714285714,3.617977528089888,Urgent
2023-04-18,Store001,SKU002,59,9.142857142857142,6.453125,Urgent
2023-04-18,Store001,SKU003,63,9.285714285714286,6.7846153846153845,Urgent
2023-04-18,Store002,SKU001,64,11.428571428571429,5.6,Urgent
2023-04-18,Store002,SKU002,82,11.857142857142858,6.9156626506024095,Urgent
2023-04-18,Store002,SKU003,47,9.142857142857142,5.140625,Urgent
2023-04-18,Store003,SKU001,76,13.857142857142858,5.484536082474227,Urgent
2023-04-18,Store003,SKU002,26,12.285714285714286,2.1162790697674416,Critical
2023-04-18,Store003,SKU003,84,5.857142857142857,14.341463414634147,Safe
2023-04-19,Store001,SKU001,68,12.857142857142858,5.288888888888889,Urgent
2023-04-19,Store001,SKU002,15,10.0,1.5,Critical
2023-04-19,Store001,SKU003,30,8.857142857142858,3.387096774193548,Urgent
2023-04-19,Store002,SKU001,52,12.857142857142858,4.044444444444444,Urgent
2023-04-19,Store002,SKU002,24,11.142857142857142,2.1538461538461537,Critical
2023-04-19,Store002,SKU003,68,8.714285714285714,7.803278688524591,Normal
2023-04-19,Store003,SKU001,48,10.428571428571429,4.602739726027397,Urgent
2023-04-19,Store003,SKU002,22,12.428571428571429,1.7701149425287357,Critical
2023-04-19,Store003,SKU003,33,5.142857142857143,6.416666666666666,Urgent
2023-04-20,Store001,SKU001,62,13.142857142857142,4.717391304347826,Urgent
2023-04-20,Store001,SKU002,53,11.0,4.818181818181818,Urgent
2023-04-20,Store001,SKU003,34,8.0,4.25,Urgent
2023-04-20,Store002,SKU001,70,11.285714285714286,6.20253164556962,Urgent
2023-04-20,Store002,SKU002,54,10.0,5.4,Urgent
2023-04-20,Store002,SKU003,73,6.857142857142857,10.645833333333334,Normal
2023-04-20,Store003,SKU001,82,10.428571428571429,7.863013698630136,Normal
2023-04-20,Store003,SKU002,77,11.285714285714286,6.822784810126582,Urgent
2023-04-20,Store003,SKU003,47,7.428571428571429,6.326923076923077,Urgent
2023-04-21,Store001,SKU001,74,12.428571428571429,5.954022988505747,Urgent
2023-04-21,Store001,SKU002,32,11.857142857142858,2.6987951807228914,Critical
2023-04-21,Store001,SKU003,69,8.285714285714286,8.327586206896552,Normal
2023-04-21,Store002,SKU001,97,12.714285714285714,7.629213483146068,Normal
2023-04-21,Store002,SKU002,60,11.428571428571429,5.25,Urgent
2023-04-21,Store002,SKU003,24,7.285714285714286,3.2941176470588234,Urgent
2023-04-21,Store003,SKU001,99,9.714285714285714,10.191176470588236,Normal
2023-04-21,Store003,SKU002,28,11.428571428571429,2.4499999999999997,Critical
2023-04-21,Store003,SKU003,16,8.285714285714286,1.9310344827586206,Critical
2023-04-22,Store001,SKU001,60,13.0,4.615384615384615,Urgent
2023-04-22,Store001,SKU002,99,13.285714285714286,7.451612903225806,Normal
2023-04-22,Store001,SKU003,59,7.0,8.428571428571429,Normal
2023-04-22,Store002,SKU001,74,12.428571428571429,5.954022988505747,Urgent
2023-04-22,Store002,SKU002,12,11.285714285714286,1.0632911392405062,Critical
2023-04-22,Store002,SKU003,85,7.571428571428571,11.226415094339623,Normal
2023-04-22,Store003,SKU001,18,11.428571428571429,1.575,Critical
2023-04-22,Store003,SKU002,49,11.571428571428571,4.234567901234568,Urgent
2023-04-22,Store003,SKU003,54,9.142857142857142,5.90625,Urgent
2023-04-23,Store001,SKU001,22,15.142857142857142,1.4528301886792454,Critical
2023-04-23,Store001,SKU002,53,15.142857142857142,3.5,Urgent
2023-04-23,Store001,SKU003,58,7.285714285714286,7.96078431372549,Normal
2023-04-23,Store002,SKU001,47,12.714285714285714,3.6966292134831464,Urgent
2023-04-23,Store002,SKU002,26,11.571428571428571,2.246913580246914,Critical
2023-04-23,Store002,SKU003,88,6.428571428571429,13.688888888888888,Normal
2023-04-23,Store003,SKU001,49,9.571428571428571,5.119402985074627,Urgent
2023-04-23,Store003,SKU002,50,11.0,4.545454545454546,Urgent
2023-04-23,Store003,SKU003,21,8.571428571428571,2.45,Critical
2023-04-24,Store001,SKU001,53,13.714285714285714,3.8645833333333335,Urgent
2023-04-24,Store001,SKU002,96,15.0,6.4,Urgent
2023-04-24,Store001,SKU003,98,8.571428571428571,11.433333333333334,Normal
2023-04-24,Store002,SKU001,51,12.0,4.25,Urgent
2023-04-24,Store002,SKU002,45,11.857142857142858,3.795180722891566,Urgent
2023-04-24,Store002,SKU003,11,6.0,1.8333333333333333,Critical
2023-04-24,Store003,SKU001,47,9.428571428571429,4.984848484848484,Urgent
2023-04-24,Store003,SKU002,78,11.142857142857142,7.0,Urgent
2023-04-24,Store003,SKU003,89,8.285714285714286,10.741379310344827,Normal
2023-04-25,Store001,SKU001,30,13.0,2.3076923076923075,Critical
2023-04-25,Store001,SKU002,31,13.142857142857142,2.358695652173913,Critical
2023-04-25,Store001,SKU003,26,10.285714285714286,2.5277777777777777,Critical
2023-04-25,Store002,SKU001,55,12.428571428571429,4.425287356321839,Urgent
2023-04-25,Store002,SKU002,52,11.285714285714286,4.6075949367088604,Urgent
2023-04-25,Store002,SKU003,60,7.142857142857143,8.4,Normal
2023-04-25,Store003,SKU001,13,9.857142857142858,1.3188405797101448,Critical
2023-04-25,Store003,SKU002,73,12.428571428571429,5.873563218390805,Urgent
2023-04-25,Store003,SKU003,44,8.714285714285714,5.049180327868853,Urgent
2023-04-26,Store001,SKU001,42,13.285714285714286,3.161290322580645,Urgent
2023-04-26,Store001,SKU002,44,13.285714285714286,3.311827956989247,Urgent
2023-04-26,Store001,SKU003,19,10.571428571428571,1.7972972972972974,Critical
2023-04-26,Store002,SKU001,51,11.428571428571429,4.4624999999999995,Urgent
2023-04-26,Store002,SKU002,26,10.857142857142858,2.394736842105263,Critical
2023-04-26,Store002,SKU003,30,8.571428571428571,3.5,Urgent
2023-04-26,Store003,SKU001,41,10.571428571428571,3.8783783783783785,Urgent
2023-04-26,Store003,SKU002,97,12.285714285714286,7.895348837209302,Normal
2023-04-26,Store003,SKU003,37,7.285714285714286,5.078431372549019,Urgent
2023-04-27,Store001,SKU001,92,12.571428571428571,7.318181818181818,Normal
2023-04-27,Store001,SKU002,24,13.0,1.8461538461538463,Critical
2023-04-27,Store001,SKU003,47,10.285714285714286,4.569444444444444,Urgent
2023-04-27,Store002,SKU001,82,13.428571428571429,6.1063829787234045,Urgent
2023-04-27,Store002,SKU002,59,11.142857142857142,5.294871794871795,Urgent
2023-04-27,Store002,SKU003,30,8.714285714285714,3.4426229508196724,Urgent
2023-04-27,Store003,SKU001,85,11.142857142857142,7.628205128205129,Normal
2023-04-27,Store003,SKU002,29,12.571428571428571,2.3068181818181817,Critical
2023-04-27,Store003,SKU003,17,5.857142857142857,2.9024390243902443,Critical
2023-04-28,Store001,SKU001,59,13.571428571428571,4.347368421052631,Urgent
2023-04-28,Store001,SKU002,30,13.142857142857142,2.282608695652174,Critical
2023-04-28,Store001,SKU003,20,9.142857142857142,2.1875,Critical
2023-04-28,Store002,SKU001,10,13.571428571428571,0.7368421052631579,Critical
2023-04-28,Store002,SKU002,97,10.571428571428571,9.175675675675675,Normal
2023-04-28,Store002,SKU003,64,8.571428571428571,7.466666666666667,Normal
2023-04-28,Store003,SKU001,99,10.857142857142858,9.118421052631579,Normal
2023-04-28,Store003,SKU002,91,10.285714285714286,8.847222222222221,Normal
2023-04-28,Store003,SKU003,10,5.0,2.0,Critical
2023-04-29,Store001,SKU001,86,15.142857142857142,5.679245283018868,Urgent
2023-04-29,Store001,SKU002,40,11.428571428571429,3.5,Urgent
2023-04-29,Store001,SKU003,52,8.857142857142858,5.870967741935483,Urgent
2023-04-29,Store002,SKU001,55,15.571428571428571,3.532110091743119,Urgent
2023-04-29,Store002,SKU002,52,10.285714285714286,5.055555555555555,Urgent
2023-04-29,Store002,SKU003,20,10.714285714285714,1.8666666666666667,Critical
2023-04-29,Store003,SKU001,90,8.571428571428571,10.5,Normal
2023-04-29,Store003,SKU002,48,11.285714285714286,4.253164556962025,Urgent
2023-04-29,Store003,SKU003,76,4.857142857142857,15.647058823529413,Safe
2023-04-30,Store001,SKU001,74,13.142857142857142,5.630434782608696,Urgent
2023-04-30,Store001,SKU002,32,10.428571428571429,3.0684931506849313,Urgent
2023-04-30,Store001,SKU003,25,9.428571428571429,2.6515151515151514,Critical
2023-04-30,Store002,SKU001,63,15.714285714285714,4.00909090909091,Urgent
2023-04-30,Store002,SKU002,34,12.428571428571429,2.735632183908046,Critical
2023-04-30,Store002,SKU003,71,12.142857142857142,5.847058823529412,Urgent
2023-04-30,Store003,SKU001,72,8.714285714285714,8.262295081967213,Normal
2023-04-30,Store003,SKU002,61,9.285714285714286,6.569230769230769,Urgent
2023-04-30,Store003,SKU003,22,5.285714285714286,4.162162162162162,Urgent
2023-05-01,Store001,SKU001,63,13.428571428571429,4.691489361702128,Urgent
2023-05-01,Store001,SKU002,32,10.142857142857142,3.154929577464789,Urgent
2023-05-01,Store001,SKU003,75,9.0,8.333333333333334,Normal
2023-05-01,Store002,SKU001,56,15.285714285714286,3.663551401869159,Urgent
2023-05-01,Store002,SKU002,33,12.0,2.75,Critical
2023-05-01,Store002,SKU003,95,12.142857142857142,7.8235294117647065,Normal
2023-05-01,Store003,SKU001,41,9.285714285714286,4.415384615384615,Urgent
2023-05-01,Store003,SKU002,97,10.285714285714286,9.430555555555555,Normal
2023-05-01,Store003,SKU003,17,6.428571428571429,2.6444444444444444,Critical
2023-05-02,Store001,SKU001,10,13.428571428571429,0.7446808510638298,Critical
2023-05-02,Store001,SKU002,68,11.714285714285714,5.8048780487804885,Urgent
2023-05-02,Store001,SKU003,69,7.285714285714286,9.470588235294118,Normal
2023-05-02,Store002,SKU001,34,15.428571428571429,2.2037037037037037,Critical
2023-05-02,Store002,SKU002,89,10.571428571428571,8.41891891891892,Normal
2023-05-02,Store002,SKU003,94,10.571428571428571,8.891891891891891,Normal
2023-05-02,Store003,SKU001,91,11.142857142857142,8.166666666666668,Normal
2023-05-02,Store003,SKU002,78,9.857142857142858,7.913043478260869,Normal
2023-05-02,Store003,SKU003,68,6.285714285714286,10.818181818181818,Normal
2023-05-03,Store001,SKU001,38,13.285714285714286,2.8602150537634405,Critical
2023-05-03,Store001,SKU002,71,9.857142857142858,7.202898550724638,Normal
2023-05-03,Store001,SKU003,68,6.428571428571429,10.577777777777778,Normal
2023-05-03,Store002,SKU001,25,15.0,1.6666666666666667,Critical
2023-05-03,Store002,SKU002,32,11.285714285714286,2.8354430379746836,Critical
2023-05-03,Store002,SKU003,95,9.857142857142858,9.63768115942029,Normal
2023-05-03,Store003,SKU001,75,11.428571428571429,6.5625,Urgent
2023-05-03,Store003,SKU002,74,10.142857142857142,7.295774647887324,Normal
2023-05-03,Store003,SKU003,61,7.571428571428571,8.056603773584905,Normal
2023-05-04,Store001,SKU001,37,12.857142857142858,2.8777777777777778,Critical
2023-05-04,Store001,SKU002,58,9.428571428571429,6.151515151515151,Urgent
2023-05-04,Store001,SKU003,71,6.857142857142857,10.354166666666668,Normal
2023-05-04,Store002,SKU001,29,12.571428571428571,2.3068181818181817,Critical
2023-05-04,Store002,SKU002,86,11.0,7.818181818181818,Normal
2023-05-04,Store002,SKU003,10,8.857142857142858,1.129032258064516,Critical
2023-05-04,Store003,SKU001,67,10.571428571428571,6.337837837837838,Urgent
2023-05-04,Store003,SKU002,31,11.142857142857142,2.7820512820512824,Critical
2023-05-04,Store003,SKU003,75,7.142857142857143,10.5,Normal
2023-05-05,Store001,SKU001,50,12.428571428571429,4.022988505747127,Urgent
2023-05-05,Store001,SKU002,67,9.285714285714286,7.215384615384615,Normal
2023-05-05,Store001,SKU003,97,6.857142857142857,14.145833333333334,Safe
2023-05-05,Store002,SKU001,72,10.571428571428571,6.810810810810811,Urgent
2023-05-05,Store002,SKU002,99,11.714285714285714,8.451219512195122,Normal
2023-05-05,Store002,SKU003,42,8.714285714285714,4.8196721311475414,Urgent
2023-05-05,Store003,SKU001,30,12.142857142857142,2.4705882352941178,Critical
2023-05-05,Store003,SKU002,66,10.714285714285714,6.16,Urgent
2023-05-05,Store003,SKU003,43,7.285714285714286,5.901960784313726,Urgent
2023-05-06,Store001,SKU001,25,10.142857142857142,2.4647887323943665,Critical
2023-05-06,Store001,SKU002,45,11.428571428571429,3.9375,Urgent
2023-05-06,Store001,SKU003,78,8.285714285714286,9.413793103448276,Normal
2023-05-06,Store002,SKU001,25,10.0,2.5,Critical
2023-05-06,Store002,SKU002,35,11.142857142857142,3.141025641025641,Urgent
2023-05-06,Store002,SKU003,64,6.714285714285714,9.53191489361702,Normal
2023-05-06,Store003,SKU001,86,13.857142857142858,6.206185567010309,Urgent
2023-05-06,Store003,SKU002,21,10.428571428571429,2.0136986301369864,Critical
2023-05-06,Store003,SKU003,80,9.428571428571429,8.484848484848484,Normal
2023-05-07,Store001,SKU001,34,11.285714285714286,3.012658227848101,Urgent
2023-05-07,Store001,SKU002,34,11.428571428571429,2.975,Critical
2023-05-07,Store001,SKU003,71,7.142857142857143,9.94,Normal
2023-05-07,Store002,SKU001,26,11.142857142857142,2.3333333333333335,Critical
2023-05-07,Store002,SKU002,53,9.285714285714286,5.707692307692307,Urgent
2023-05-07,Store002,SKU003,64,6.142857142857143,10.41860465116279,Normal
2023-05-07,Store003,SKU001,54,14.428571428571429,3.7425742574257423,Urgent
2023-05-07,Store003,SKU002,78,12.142857142857142,6.423529411764706,Urgent
2023-05-07,Store003,SKU003,68,10.857142857142858,6.263157894736842,Urgent
2023-05-08,Store001,SKU001,87,10.857142857142858,8.013157894736842,Normal
2023-05-08,Store001,SKU002,43,11.285714285714286,3.810126582278481,Urgent
2023-05-08,Store001,SKU003,77,6.285714285714286,12.25,Normal
2023-05-08,Store002,SKU001,67,12.428571428571429,5.390804597701149,Urgent
2023-05-08,Store002,SKU002,32,9.142857142857142,3.5,Urgent
