Date,Store,SKU,SalesQuantity,InventoryLevel,UnitCost,SellingPrice,LeadTime,SupplierID,Category,OrderedDate,OrderedQuantity,OrderStatus
2023-03-19,Store003,SKU002,12,88,69.57,144.82,5,SUP002,Clothing,,0,None
2023-03-19,Store003,SKU003,4,78,27.47,32.96,3,SUP003,Books,,0,None
2023-03-20,Store001,SKU001,10,48,305.84,367.01,7,SUP001,Electronics,,0,None
2023-03-20,Store001,SKU002,13,48,69.57,144.82,5,SUP002,Clothing,,0,None
2023-03-20,Store001,SKU003,7,92,27.47,32.96,3,SUP003,Books,,0,None
2023-03-20,Store002,SKU001,18,11,305.84,367.01,7,SUP001,Electronics,,0,None
2023-03-20,Store002,SKU002,8,88,69.57,144.82,5,SUP002,Clothing,,0,None
2023-03-20,Store002,SKU003,6,83,27.47,32.96,3,SUP003,Books,,0,None
2023-03-20,Store003,SKU001,12,98,305.84,367.01,7,SUP001,Electronics,,0,None
2023-03-20,Store003,SKU002,6,10,69.57,144.82,5,SUP002,Clothing,,0,None
2023-03-20,Store003,SKU003,16,42,27.47,32.96,3,SUP003,Books,,0,None
2023-03-21,Store001,SKU001,16,83,305.84,367.01,7,SUP001,Electronics,,0,None
2023-03-21,Store001,SKU002,6,74,69.57,144.82,5,SUP002,Clothing,,0,None
2023-03-21,Store001,SKU003,3,16,27.47,32.96,3,SUP003,Books,2023-02-20,26,Delivered
2023-03-21,Store002,SKU001,16,49,305.84,367.01,7,SUP001,Electronics,,0,None
2023-03-21,Store002,SKU002,18,20,69.57,144.82,5,SUP002,Clothing,,0,None
2023-03-21,Store002,SKU003,8,82,27.47,32.96,3,SUP003,Books,,0,None
2023-03-21,Store003,SKU001,11,17,305.84,367.01,7,SUP001,Electronics,,0,None
2023-03-21,Store003,SKU002,5,29,69.57,144.82,5,SUP002,Clothing,,0,None
2023-03-21,Store003,SKU003,9,41,27.47,32.96,3,SUP003,Books,,0,None
2023-03-22,Store001,SKU001,8,57,305.84,367.01,7,SUP001,Electronics,,0,None
2023-03-22,Store001,SKU002,11,82,69.57,144.82,5,SUP002,Clothing,,0,None
2023-03-22,Store001,SKU003,12,13,27.47,32.96,3,SUP003,Books,,0,None
2023-03-22,Store002,SKU001,15,47,305.84,367.01,7,SUP001,Electronics,,0,None
2023-03-22,Store002,SKU002,2,64,69.57,144.82,5,SUP002,Clothing,,0,None
2023-03-22,Store002,SKU003,9,32,27.47,32.96,3,SUP003,Books,,0,None
2023-03-22,Store003,SKU001,16,50,305.84,367.01,7,SUP001,Electronics,,0,None
2023-03-22,Store003,SKU002,5,28,69.57,144.82,5,SUP002,Clothing,,0,None
2023-03-22,Store003,SKU003,8,64,27.47,32.96,3,SUP003,Books,,0,None
2023-03-23,Store001,SKU001,11,91,305.84,367.01,7,SUP001,Electronics,,0,None
2023-03-23,Store001,SKU002,6,38,69.57,144.82,5,SUP002,Clothing,,0,None
2023-03-23,Store001,SKU003,5,99,27.47,32.96,3,SUP003,Books,,0,None
2023-03-23,Store002,SKU001,11,32,305.84,367.01,7,SUP001,Electronics,,0,None
2023-03-23,Store002,SKU002,13,78,69.57,144.82,5,SUP002,Clothing,,0,None
2023-03-23,Store002,SKU003,7,81,27.47,32.96,3,SUP003,Books,,0,None
2023-03-23,Store003,SKU001,13,27,305.84,367.01,7,SUP001,Electronics,,0,None
2023-03-23,Store003,SKU002,10,83,69.57,144.82,5,SUP002,Clothing,,0,None
2023-03-23,Store003,SKU003,9,36,27.47,32.96,3,SUP003,Books,,0,None
2023-03-24,Store001,SKU001,4,64,305.84,367.01,7,SUP001,Electronics,,0,None
2023-03-24,Store001,SKU002,5,79,69.57,144.82,5,SUP002,Clothing,,0,None
2023-03-24,Store001,SKU003,7,66,27.47,32.96,3,SUP003,Books,,0,None
2023-03-24,Store002,SKU001,10,61,305.84,367.01,7,SUP001,Electronics,,0,None
2023-03-24,Store002,SKU002,9,92,69.57,144.82,5,SUP002,Clothing,,0,None
2023-03-24,Store002,SKU003,6,41,27.47,32.96,3,SUP003,Books,,0,None
2023-03-24,Store003,SKU001,16,95,305.84,367.01,7,SUP001,Electronics,,0,None
2023-03-24,Store003,SKU002,8,44,69.57,144.82,5,SUP002,Clothing,,0,None
2023-03-24,Store003,SKU003,8,73,27.47,32.96,3,SUP003,Books,,0,None
2023-03-25,Store001,SKU001,3,42,305.84,367.01,7,SUP001,Electronics,,0,None
2023-03-25,Store001,SKU002,11,92,69.57,144.82,5,SUP002,Clothing,2023-03-05,66,Delivered
2023-03-25,Store001,SKU003,1,67,27.47,32.96,3,SUP003,Books,,0,None
2023-03-25,Store002,SKU001,16,95,305.84,367.01,7,SUP001,Electronics,,0,None
2023-03-25,Store002,SKU002,16,86,69.57,144.82,5,SUP002,Clothing,2023-03-15,85,Delivered
2023-03-25,Store002,SKU003,12,39,27.47,32.96,3,SUP003,Books,,0,None
2023-03-25,Store003,SKU001,13,51,305.84,367.01,7,SUP001,Electronics,,0,None
2023-03-25,Store003,SKU002,12,21,69.57,144.82,5,SUP002,Clothing,,0,None
2023-03-25,Store003,SKU003,12,52,27.47,32.96,3,SUP003,Books,,0,None
2023-03-26,Store001,SKU001,21,36,305.84,367.01,7,SUP001,Electronics,,0,None
2023-03-26,Store001,SKU002,13,18,69.57,144.82,5,SUP002,Clothing,2023-03-14,98,Delivered
2023-03-26,Store001,SKU003,9,43,27.47,32.96,3,SUP003,Books,,0,None
2023-03-26,Store002,SKU001,10,54,305.84,367.01,7,SUP001,Electronics,,0,None
2023-03-26,Store002,SKU002,14,69,69.57,144.82,5,SUP002,Clothing,2023-02-28,45,Delivered
2023-03-26,Store002,SKU003,12,23,27.47,32.96,3,SUP003,Books,,0,None
2023-03-26,Store003,SKU001,12,57,305.84,367.01,7,SUP001,Electronics,,0,None
2023-03-26,Store003,SKU002,11,25,69.57,144.82,5,SUP002,Clothing,,0,None
2023-03-26,Store003,SKU003,3,77,27.47,32.96,3,SUP003,Books,,0,None
2023-03-27,Store001,SKU001,19,16,305.84,367.01,7,SUP001,Electronics,,0,None
2023-03-27,Store001,SKU002,12,65,69.57,144.82,5,SUP002,Clothing,,0,None
2023-03-27,Store001,SKU003,3,75,27.47,32.96,3,SUP003,Books,,0,None
2023-03-27,Store002,SKU001,15,31,305.84,367.01,7,SUP001,Electronics,,0,None
2023-03-27,Store002,SKU002,21,74,69.57,144.82,5,SUP002,Clothing,,0,None
2023-03-27,Store002,SKU003,18,80,27.47,32.96,3,SUP003,Books,,0,None
2023-03-27,Store003,SKU001,0,91,305.84,367.01,7,SUP001,Electronics,,0,None
2023-03-27,Store003,SKU002,8,73,69.57,144.82,5,SUP002,Clothing,,0,None
2023-03-27,Store003,SKU003,5,82,27.47,32.96,3,SUP003,Books,,0,None
2023-03-28,Store001,SKU001,8,62,305.84,367.01,7,SUP001,Electronics,,0,None
2023-03-28,Store001,SKU002,5,39,69.57,144.82,5,SUP002,Clothing,2023-03-23,43,In Transit
2023-03-28,Store001,SKU003,5,71,27.47,32.96,3,SUP003,Books,,0,None
2023-03-28,Store002,SKU001,10,80,305.84,367.01,7,SUP001,Electronics,,0,None
2023-03-28,Store002,SKU002,10,47,69.57,144.82,5,SUP002,Clothing,,0,None
2023-03-28,Store002,SKU003,3,13,27.47,32.96,3,SUP003,Books,,0,None
2023-03-28,Store003,SKU001,10,64,305.84,367.01,7,SUP001,Electronics,,0,None
2023-03-28,Store003,SKU002,4,25,69.57,144.82,5,SUP002,Clothing,,0,None
2023-03-28,Store003,SKU003,14,43,27.47,32.96,3,SUP003,Books,,0,None
2023-03-29,Store001,SKU001,13,19,305.84,367.01,7,SUP001,Electronics,,0,None
2023-03-29,Store001,SKU002,3,43,69.57,144.82,5,SUP002,Clothing,,0,None
2023-03-29,Store001,SKU003,10,29,27.47,32.96,3,SUP003,Books,,0,None
2023-03-29,Store002,SKU001,14,56,305.84,367.01,7,SUP001,Electronics,,0,None
2023-03-29,Store002,SKU002,10,74,69.57,144.82,5,SUP002,Clothing,,0,None
2023-03-29,Store002,SKU003,4,79,27.47,32.96,3,SUP003,Books,,0,None
2023-03-29,Store003,SKU001,13,80,305.84,367.01,7,SUP001,Electronics,,0,None
2023-03-29,Store003,SKU002,11,11,69.57,144.82,5,SUP002,Clothing,,0,None
2023-03-29,Store003,SKU003,6,75,27.47,32.96,3,SUP003,Books,,0,None
2023-03-30,Store001,SKU001,17,96,305.84,367.01,7,SUP001,Electronics,,0,None
2023-03-30,Store001,SKU002,8,90,69.57,144.82,5,SUP002,Clothing,,0,None
2023-03-30,Store001,SKU003,14,19,27.47,32.96,3,SUP003,Books,,0,None
2023-03-30,Store002,SKU001,13,18,305.84,367.01,7,SUP001,Electronics,,0,None
2023-03-30,Store002,SKU002,10,40,69.57,144.82,5,SUP002,Clothing,,0,None
2023-03-30,Store002,SKU003,9,33,27.47,32.96,3,SUP003,Books,,0,None
2023-03-30,Store003,SKU001,18,63,305.84,367.01,7,SUP001,Electronics,,0,None
2023-03-30,Store003,SKU002,11,94,69.57,144.82,5,SUP002,Clothing,,0,None
2023-03-30,Store003,SKU003,7,98,27.47,32.96,3,SUP003,Books,,0,None
2023-03-31,Store001,SKU001,7,37,305.84,367.01,7,SUP001,Electronics,,0,None
2023-03-31,Store001,SKU002,12,45,69.57,144.82,5,SUP002,Clothing,,0,None
2023-03-31,Store001,SKU003,8,18,27.47,32.96,3,SUP003,Books,,0,None
2023-03-31,Store002,SKU001,7,89,305.84,367.01,7,SUP001,Electronics,,0,None
2023-03-31,Store002,SKU002,4,80,69.57,144.82,5,SUP002,Clothing,,0,None
2023-03-31,Store002,SKU003,7,38,27.47,32.96,3,SUP003,Books,,0,None
2023-03-31,Store003,SKU001,6,41,305.84,367.01,7,SUP001,Electronics,2023-03-21,38,Delivered
2023-03-31,Store003,SKU002,7,33,69.57,144.82,5,SUP002,Clothing,,0,None
2023-03-31,Store003,SKU003,8,23,27.47,32.96,3,SUP003,Books,,0,None
2023-04-01,Store001,SKU001,15,16,305.84,367.01,7,SUP001,Electronics,,0,None
2023-04-01,Store001,SKU002,9,32,69.57,144.82,5,SUP002,Clothing,,0,None
2023-04-01,Store001,SKU003,15,53,27.47,32.96,3,SUP003,Books,,0,None
2023-04-01,Store002,SKU001,11,56,305.84,367.01,7,SUP001,Electronics,,0,None
2023-04-01,Store002,SKU002,12,60,69.57,144.82,5,SUP002,Clothing,,0,None
2023-04-01,Store002,SKU003,5,29,27.47,32.96,3,SUP003,Books,,0,None
2023-04-01,Store003,SKU001,17,30,305.84,367.01,7,SUP001,Electronics,,0,None
2023-04-01,Store003,SKU002,14,60,69.57,144.82,5,SUP002,Clothing,,0,None
2023-04-01,Store003,SKU003,12,81,27.47,32.96,3,SUP003,Books,,0,None
2023-04-02,Store001,SKU001,12,91,305.84,367.01,7,SUP001,Electronics,,0,None
2023-04-02,Store001,SKU002,17,34,69.57,144.82,5,SUP002,Clothing,,0,None
2023-04-02,Store001,SKU003,14,96,27.47,32.96,3,SUP003,Books,,0,None
2023-04-02,Store002,SKU001,12,10,305.84,367.01,7,SUP001,Electronics,,0,None
2023-04-02,Store002,SKU002,16,21,69.57,144.82,5,SUP002,Clothing,,0,None
2023-04-02,Store002,SKU003,9,45,27.47,32.96,3,SUP003,Books,,0,None
2023-04-02,Store003,SKU001,15,56,305.84,367.01,7,SUP001,Electronics,,0,None
2023-04-02,Store003,SKU002,4,49,69.57,144.82,5,SUP002,Clothing,,0,None
2023-04-02,Store003,SKU003,8,88,27.47,32.96,3,SUP003,Books,,0,None
2023-04-03,Store001,SKU001,5,56,305.84,367.01,7,SUP001,Electronics,,0,None
2023-04-03,Store001,SKU002,11,16,69.57,144.82,5,SUP002,Clothing,,0,None
2023-04-03,Store001,SKU003,6,19,27.47,32.96,3,SUP003,Books,,0,None
2023-04-03,Store002,SKU001,6,19,305.84,367.01,7,SUP001,Electronics,,0,None
2023-04-03,Store002,SKU002,17,93,69.57,144.82,5,SUP002,Clothing,2023-03-27,16,Shipped
2023-04-03,Store002,SKU003,8,71,27.47,32.96,3,SUP003,Books,,0,None
2023-04-03,Store003,SKU001,12,88,305.84,367.01,7,SUP001,Electronics,,0,None
2023-04-03,Store003,SKU002,10,40,69.57,144.82,5,SUP002,Clothing,,0,None
2023-04-03,Store003,SKU003,8,48,27.47,32.96,3,SUP003,Books,,0,None
2023-04-04,Store001,SKU001,16,45,305.84,367.01,7,SUP001,Electronics,2023-03-16,42,Delivered
2023-04-04,Store001,SKU002,2,23,69.57,144.82,5,SUP002,Clothing,,0,None
2023-04-04,Store001,SKU003,8,89,27.47,32.96,3,SUP003,Books,,0,None
2023-04-04,Store002,SKU001,6,81,305.84,367.01,7,SUP001,Electronics,,0,None
2023-04-04,Store002,SKU002,11,87,69.57,144.82,5,SUP002,Clothing,,0,None
2023-04-04,Store002,SKU003,5,44,27.47,32.96,3,SUP003,Books,,0,None
2023-04-04,Store003,SKU001,18,59,305.84,367.01,7,SUP001,Electronics,2023-03-31,20,Confirmed
2023-04-04,Store003,SKU002,10,81,69.57,144.82,5,SUP002,Clothing,,0,None
2023-04-04,Store003,SKU003,9,65,27.47,32.96,3,SUP003,Books,,0,None
2023-04-05,Store001,SKU001,15,38,305.84,367.01,7,SUP001,Electronics,,0,None
2023-04-05,Store001,SKU002,1,28,69.57,144.82,5,SUP002,Clothing,2023-03-07,19,Delivered
2023-04-05,Store001,SKU003,3,52,27.47,32.96,3,SUP003,Books,,0,None
2023-04-05,Store002,SKU001,14,16,305.84,367.01,7,SUP001,Electronics,,0,None
2023-04-05,Store002,SKU002,12,59,69.57,144.82,5,SUP002,Clothing,,0,None
2023-04-05,Store002,SKU003,5,84,27.47,32.96,3,SUP003,Books,,0,None
2023-04-05,Store003,SKU001,12,98,305.84,367.01,7,SUP001,Electronics,,0,None
2023-04-05,Store003,SKU002,3,57,69.57,144.82,5,SUP002,Clothing,,0,None
2023-04-05,Store003,SKU003,8,46,27.47,32.96,3,SUP003,Books,,0,None
2023-04-06,Store001,SKU001,7,20,305.84,367.01,7,SUP001,Electronics,,0,None
2023-04-06,Store001,SKU002,11,89,69.57,144.82,5,SUP002,Clothing,,0,None
2023-04-06,Store001,SKU003,12,27,27.47,32.96,3,SUP003,Books,2023-03-30,89,Delivered
2023-04-06,Store002,SKU001,15,86,305.84,367.01,7,SUP001,Electronics,,0,None
2023-04-06,Store002,SKU002,14,68,69.57,144.82,5,SUP002,Clothing,,0,None
2023-04-06,Store002,SKU003,9,43,27.47,32.96,3,SUP003,Books,,0,None
2023-04-06,Store003,SKU001,7,71,305.84,367.01,7,SUP001,Electronics,2023-03-09,38,Delivered
2023-04-06,Store003,SKU002,17,77,69.57,144.82,5,SUP002,Clothing,,0,None
2023-04-06,Store003,SKU003,8,98,27.47,32.96,3,SUP003,Books,,0,None
2023-04-07,Store001,SKU001,15,11,305.84,367.01,7,SUP001,Electronics,,0,None
2023-04-07,Store001,SKU002,11,48,69.57,144.82,5,SUP002,Clothing,,0,None
2023-04-07,Store001,SKU003,10,90,27.47,32.96,3,SUP003,Books,,0,None
2023-04-07,Store002,SKU001,6,86,305.84,367.01,7,SUP001,Electronics,,0,None
2023-04-07,Store002,SKU002,11,28,69.57,144.82,5,SUP002,Clothing,,0,None
2023-04-07,Store002,SKU003,8,95,27.47,32.96,3,SUP003,Books,,0,None
2023-04-07,Store003,SKU001,15,36,305.84,367.01,7,SUP001,Electronics,,0,None
2023-04-07,Store003,SKU002,16,28,69.57,144.82,5,SUP002,Clothing,2023-03-24,54,Delivered
2023-04-07,Store003,SKU003,6,84,27.47,32.96,3,SUP003,Books,,0,None
2023-04-08,Store001,SKU001,17,46,305.84,367.01,7,SUP001,Electronics,,0,None
2023-04-08,Store001,SKU002,13,46,69.57,144.82,5,SUP002,Clothing,2023-03-11,69,Delivered
2023-04-08,Store001,SKU003,12,71,27.47,32.96,3,SUP003,Books,,0,None
2023-04-08,Store002,SKU001,23,69,305.84,367.01,7,SUP001,Electronics,,0,None
2023-04-08,Store002,SKU002,24,77,69.57,144.82,5,SUP002,Clothing,,0,None
2023-04-08,Store002,SKU003,8,31,27.47,32.96,3,SUP003,Books,,0,None
2023-04-08,Store003,SKU001,9,71,305.84,367.01,7,SUP001,Electronics,,0,None
2023-04-08,Store003,SKU002,10,60,69.57,144.82,5,SUP002,Clothing,,0,None
2023-04-08,Store003,SKU003,7,48,27.47,32.96,3,SUP003,Books,,0,None
2023-04-09,Store001,SKU001,18,64,305.84,367.01,7,SUP001,Electronics,2023-03-16,72,Delivered
2023-04-09,Store001,SKU002,12,16,69.57,144.82,5,SUP002,Clothing,,0,None
2023-04-09,Store001,SKU003,5,56,27.47,32.96,3,SUP003,Books,,0,None
2023-04-09,Store002,SKU001,10,17,305.84,367.01,7,SUP001,Electronics,,0,None
2023-04-09,Store002,SKU002,2,94,69.57,144.82,5,SUP002,Clothing,,0,None
2023-04-09,Store002,SKU003,16,89,27.47,32.96,3,SUP003,Books,,0,None
2023-04-09,Store003,SKU001,14,23,305.84,367.01,7,SUP001,Electronics,,0,None
2023-04-09,Store003,SKU002,4,98,69.57,144.82,5,SUP002,Clothing,,0,None
2023-04-09,Store003,SKU003,15,85,27.47,32.96,3,SUP003,Books,,0,None
2023-04-10,Store001,SKU001,11,63,305.84,367.01,7,SUP001,Electronics,,0,None
2023-04-10,Store001,SKU002,12,21,69.57,144.82,5,SUP002,Clothing,,0,None
2023-04-10,Store001,SKU003,8,22,27.47,32.96,3,SUP003,Books,,0,None
2023-04-10,Store002,SKU001,11,14,305.84,367.01,7,SUP001,Electronics,,0,None
2023-04-10,Store002,SKU002,6,15,69.57,144.82,5,SUP002,Clothing,,0,None
2023-04-10,Store002,SKU003,11,50,27.47,32.96,3,SUP003,Books,,0,None
2023-04-10,Store003,SKU001,16,43,305.84,367.01,7,SUP001,Electronics,,0,None
2023-04-10,Store003,SKU002,14,26,69.57,144.82,5,SUP002,Clothing,2023-03-23,50,Delivered
2023-04-10,Store003,SKU003,12,41,27.47,32.96,3,SUP003,Books,,0,None
2023-04-11,Store001,SKU001,8,50,305.84,367.01,7,SUP001,Electronics,,0,None
2023-04-11,Store001,SKU002,5,31,69.57,144.82,5,SUP002,Clothing,,0,None
2023-04-11,Store001,SKU003,6,88,27.47,32.96,3,SUP003,Books,,0,None
2023-04-11,Store002,SKU001,11,51,305.84,367.01,7,SUP001,Electronics,2023-03-17,63,Delivered
2023-04-11,Store002,SKU002,13,13,69.57,144.82,5,SUP002,Clothing,,0,None
2023-04-11,Store002,SKU003,11,38,27.47,32.96,3,SUP003,Books,,0,None
2023-04-11,Store003,SKU001,14,79,305.84,367.01,7,SUP001,Electronics,,0,None
2023-04-11,Store003,SKU002,1,14,69.57,144.82,5,SUP002,Clothing,,0,None
2023-04-11,Store003,SKU003,12,52,27.47,32.96,3,SUP003,Books,,0,None
2023-04-12,Store001,SKU001,10,12,305.84,367.01,7,SUP001,Electronics,,0,None
2023-04-12,Store001,SKU002,10,66,69.57,144.82,5,SUP002,Clothing,,0,None
2023-04-12,Store001,SKU003,11,70,27.47,32.96,3,SUP003,Books,,0,None
2023-04-12,Store002,SKU001,7,49,305.84,367.01,7,SUP001,Electronics,,0,None
2023-04-12,Store002,SKU002,10,95,69.57,144.82,5,SUP002,Clothing,,0,None
2023-04-12,Store002,SKU003,5,20,27.47,32.96,3,SUP003,Books,,0,None
2023-04-12,Store003,SKU001,25,56,305.84,367.01,7,SUP001,Electronics,,0,None
2023-04-12,Store003,SKU002,10,88,69.57,144.82,5,SUP002,Clothing,,0,None
2023-04-12,Store003,SKU003,15,12,27.47,32.96,3,SUP003,Books,,0,None
2023-04-13,Store001,SKU001,16,78,305.84,367.01,7,SUP001,Electronics,,0,None
2023-04-13,Store001,SKU002,5,61,69.57,144.82,5,SUP002,Clothing,,0,None
2023-04-13,Store001,SKU003,13,95,27.47,32.96,3,SUP003,Books,,0,None
2023-04-13,Store002,SKU001,17,36,305.84,367.01,7,SUP001,Electronics,,0,None
2023-04-13,Store002,SKU002,19,31,69.57,144.82,5,SUP002,Clothing,,0,None
2023-04-13,Store002,SKU003,19,85,27.47,32.96,3,SUP003,Books,,0,None
2023-04-13,Store003,SKU001,8,35,305.84,367.01,7,SUP001,Electronics,,0,None
2023-04-13,Store003,SKU002,12,45,69.57,144.82,5,SUP002,Clothing,,0,None
2023-04-13,Store003,SKU003,2,16,27.47,32.96,3,SUP003,Books,,0,None
2023-04-14,Store001,SKU001,10,20,305.84,367.01,7,SUP001,Electronics,,0,None
2023-04-14,Store001,SKU002,4,99,69.57,144.82,5,SUP002,Clothing,,0,None
2023-04-14,Store001,SKU003,9,14,27.47,32.96,3,SUP003,Books,2023-04-01,60,Delivered
2023-04-14,Store002,SKU001,10,62,305.84,367.01,7,SUP001,Electronics,,0,None
2023-04-14,Store002,SKU002,7,72,69.57,144.82,5,SUP002,Clothing,,0,None
2023-04-14,Store002,SKU003,6,86,27.47,32.96,3,SUP003,Books,,0,None
2023-04-14,Store003,SKU001,19,54,305.84,367.01,7,SUP001,Electronics,,0,None
2023-04-14,Store003,SKU002,21,92,69.57,144.82,5,SUP002,Clothing,,0,None
2023-04-14,Store003,SKU003,3,63,27.47,32.96,3,SUP003,Books,,0,None
2023-04-15,Store001,SKU001,11,23,305.84,367.01,7,SUP001,Electronics,,0,None
2023-04-15,Store001,SKU002,9,31,69.57,144.82,5,SUP002,Clothing,,0,None
2023-04-15,Store001,SKU003,15,14,27.47,32.96,3,SUP003,Books,,0,None
2023-04-15,Store002,SKU001,11,11,305.84,367.01,7,SUP001,Electronics,,0,None
2023-04-15,Store002,SKU002,15,37,69.57,144.82,5,SUP002,Clothing,,0,None
2023-04-15,Store002,SKU003,6,12,27.47,32.96,3,SUP003,Books,,0,None
2023-04-15,Store003,SKU001,12,50,305.84,367.01,7,SUP001,Electronics,,0,None
2023-04-15,Store003,SKU002,6,49,69.57,144.82,5,SUP002,Clothing,,0,None
2023-04-15,Store003,SKU003,1,91,27.47,32.96,3,SUP003,Books,,0,None
2023-04-16,Store001,SKU001,6,91,305.84,367.01,7,SUP001,Electronics,,0,None
2023-04-16,Store001,SKU002,7,62,69.57,144.82,5,SUP002,Clothing,,0,None
2023-04-16,Store001,SKU003,11,45,27.47,32.96,3,SUP003,Books,,0,None
2023-04-16,Store002,SKU001,11,84,305.84,367.01,7,SUP001,Electronics,,0,None
2023-04-16,Store002,SKU002,7,86,69.57,144.82,5,SUP002,Clothing,,0,None
2023-04-16,Store002,SKU003,11,10,27.47,32.96,3,SUP003,Books,,0,None
2023-04-16,Store003,SKU001,25,17,305.84,367.01,7,SUP001,Electronics,,0,None
2023-04-16,Store003,SKU002,21,55,69.57,144.82,5,SUP002,Clothing,,0,None
2023-04-16,Store003,SKU003,10,10,27.47,32.96,3,SUP003,Books,,0,None
2023-04-17,Store001,SKU001,16,94,305.84,367.01,7,SUP001,Electronics,,0,None
2023-04-17,Store001,SKU002,13,61,69.57,144.82,5,SUP002,Clothing,,0,None
2023-04-17,Store001,SKU003,3,65,27.47,32.96,3,SUP003,Books,,0,None
2023-04-17,Store002,SKU001,15,57,305.84,367.01,7,SUP001,Electronics,,0,None
2023-04-17,Store002,SKU002,8,24,69.57,144.82,5,SUP002,Clothing,,0,None
2023-04-17,Store002,SKU003,12,24,27.47,32.96,3,SUP003,Books,,0,None
2023-04-17,Store003,SKU001,7,42,305.84,367.01,7,SUP001,Electronics,,0,None
2023-04-17,Store003,SKU002,12,69,69.57,144.82,5,SUP002,Clothing,,0,None
2023-04-17,Store003,SKU003,3,11,27.47,32.96,3,SUP003,Books,2023-04-07,26,Delivered
2023-04-18,Store001,SKU001,20,46,305.84,367.01,7,SUP001,Electronics,,0,None
2023-04-18,Store001,SKU002,16,59,69.57,144.82,5,SUP002,Clothing,,0,None
2023-04-18,Store001,SKU003,3,63,27.47,32.96,3,SUP003,Books,,0,None
2023-04-18,Store002,SKU001,9,64,305.84,367.01,7,SUP001,Electronics,2023-04-17,69,Pending
2023-04-18,Store002,SKU002,17,82,69.57,144.82,5,SUP002,Clothing,,0,None
2023-04-18,Store002,SKU003,5,47,27.47,32.96,3,SUP003,Books,,0,None
2023-04-18,Store003,SKU001,1,76,305.84,367.01,7,SUP001,Electronics,,0,None
2023-04-18,Store003,SKU002,4,26,69.57,144.82,5,SUP002,Clothing,,0,None
2023-04-18,Store003,SKU003,7,84,27.47,32.96,3,SUP003,Books,,0,None
2023-04-19,Store001,SKU001,11,68,305.84,367.01,7,SUP001,Electronics,,0,None
2023-04-19,Store001,SKU002,16,15,69.57,144.82,5,SUP002,Clothing,,0,None
2023-04-19,Store001,SKU003,8,30,27.47,32.96,3,SUP003,Books,2023-04-13,99,Delivered
2023-04-19,Store002,SKU001,17,52,305.84,367.01,7,SUP001,Electronics,,0,None
2023-04-19,Store002,SKU002,5,24,69.57,144.82,5,SUP002,Clothing,,0,None
2023-04-19,Store002,SKU003,2,68,27.47,32.96,3,SUP003,Books,,0,None
2023-04-19,Store003,SKU001,1,48,305.84,367.01,7,SUP001,Electronics,,0,None
2023-04-19,Store003,SKU002,11,22,69.57,144.82,5,SUP002,Clothing,,0,None
2023-04-19,Store003,SKU003,10,33,27.47,32.96,3,SUP003,Books,,0,None
2023-04-20,Store001,SKU001,18,62,305.84,367.01,7,SUP001,Electronics,,0,None
2023-04-20,Store001,SKU002,12,53,69.57,144.82,5,SUP002,Clothing,,0,None
2023-04-20,Store001,SKU003,7,34,27.47,32.96,3,SUP003,Books,,0,None
2023-04-20,Store002,SKU001,6,70,305.84,367.01,7,SUP001,Electronics,,0,None
2023-04-20,Store002,SKU002,11,54,69.57,144.82,5,SUP002,Clothing,,0,None
2023-04-20,Store002,SKU003,6,73,27.47,32.96,3,SUP003,Books,,0,None
2023-04-20,Store003,SKU001,8,82,305.84,367.01,7,SUP001,Electronics,2023-04-15,24,Pending
2023-04-20,Store003,SKU002,4,77,69.57,144.82,5,SUP002,Clothing,,0,None
2023-04-20,Store003,SKU003,18,47,27.47,32.96,3,SUP003,Books,,0,None
2023-04-21,Store001,SKU001,5,74,305.84,367.01,7,SUP001,Electronics,,0,None
2023-04-21,Store001,SKU002,10,32,69.57,144.82,5,SUP002,Clothing,,0,None
2023-04-21,Store001,SKU003,11,69,27.47,32.96,3,SUP003,Books,,0,None
2023-04-21,Store002,SKU001,20,97,305.84,367.01,7,SUP001,Electronics,,0,None
2023-04-21,Store002,SKU002,17,60,69.57,144.82,5,SUP002,Clothing,,0,None
2023-04-21,Store002,SKU003,9,24,27.47,32.96,3,SUP003,Books,,0,None
2023-04-21,Store003,SKU001,14,99,305.84,367.01,7,SUP001,Electronics,2023-03-27,89,Delivered
2023-04-21,Store003,SKU002,22,28,69.57,144.82,5,SUP002,Clothing,2023-03-28,55,Delivered
2023-04-21,Store003,SKU003,9,16,27.47,32.96,3,SUP003,Books,,0,None
2023-04-22,Store001,SKU001,15,60,305.84,367.01,7,SUP001,Electronics,,0,None
2023-04-22,Store001,SKU002,19,99,69.57,144.82,5,SUP002,Clothing,,0,None
2023-04-22,Store001,SKU003,6,59,27.47,32.96,3,SUP003,Books,,0,None
2023-04-22,Store002,SKU001,9,74,305.84,367.01,7,SUP001,Electronics,,0,None
2023-04-22,Store002,SKU002,14,12,69.57,144.82,5,SUP002,Clothing,,0,None
2023-04-22,Store002,SKU003,8,85,27.47,32.96,3,SUP003,Books,,0,None
2023-04-22,Store003,SKU001,24,18,305.84,367.01,7,SUP001,Electronics,,0,None
2023-04-22,Store003,SKU002,7,49,69.57,144.82,5,SUP002,Clothing,,0,None
2023-04-22,Store003,SKU003,7,54,27.47,32.96,3,SUP003,Books,2023-04-15,22,Delivered
